#	尖音	拼音
茜	cian4	qian4
箐	cian4	qian4
堑	cian4	qian4
蒨	cian4	qian4
椠	cian4	qian4
𬘬	cian4	qian4
悄	ciao1	qiao1
锹	ciao1	qiao1
缲	ciao1	qiao1
雀	ciao1	qiao1
劁	ciao1	qiao1
幧	ciao1	qiao1
瞧	ciao2	qiao2
樵	ciao2	qiao2
憔	ciao2	qiao2
谯	ciao2	qiao2
睄	ciao2	qiao2
悄	ciao3	qiao3
愀	ciao3	qiao3
雀	ciao3	qiao3
俏	ciao4	qiao4
峭	ciao4	qiao4
鞘	ciao4	qiao4
诮	ciao4	qiao4
箾	ciao4	qiao4
枪	ciang1	qiang1
呛	ciang1	qiang1
锵	ciang1	qiang1
戕	ciang1	qiang1
戗	ciang1	qiang1
锖	ciang1	qiang1
跄	ciang1	qiang1
玱	ciang1	qiang1
蹡	ciang1	qiang1
斨	ciang1	qiang1
墙	ciang2	qiang2
蔷	ciang2	qiang2
樯	ciang2	qiang2
嫱	ciang2	qiang2
艢	ciang2	qiang2
抢	ciang3	qiang3
炝	ciang4	qiang4
呛	ciang4	qiang4
切	cie1	qie1
且	cie3	qie3
切	cie4	qie4
窃	cie4	qie4
妾	cie4	qie4
趄	cie4	qie4
砌	cie4	qie4
亲	cin1	qin1
侵	cin1	qin1
骎	cin1	qin1
綅	cin1	qin1
秦	cin2	qin2
嗪	cin2	qin2
溱	cin2	qin2
螓	cin2	qin2
寝	cin3	qin3
锓	cin3	qin3
沁	cin4	qin4
吣	cin4	qin4
清	cing1	qing1
青	cing1	qing1
蜻	cing1	qing1
鲭	cing1	qing1
圊	cing1	qing1
情	cing2	qing2
晴	cing2	qing2
氰	cing2	qing2
䞍	cing2	qing2
请	cing3	qing3
亲	cing4	qing4
箐	cing4	qing4
靘	cing4	qing4
凊	cing4	qing4
秋	ciu1	qiu1
鳅	ciu1	qiu1
萩	ciu1	qiu1
楸	ciu1	qiu1
鹙	ciu1	qiu1
鞧	ciu1	qiu1
湫	ciu1	qiu1
囚	ciu2	qiu2
酋	ciu2	qiu2
遒	ciu2	qiu2
泅	ciu2	qiu2
蝤	ciu2	qiu2
艽	ciu2	qiu2
崷	ciu2	qiu2
趋	cv1	qv1
蛆	cv1	qv1
黢	cv1	qv1
焌	cv1	qv1
取	cv3	qv3
娶	cv3	qv3
趣	cv4	qv4
觑	cv4	qv4
悛	cvan1	qvan1
全	cvan2	qvan2
泉	cvan2	qvan2
诠	cvan2	qvan2
醛	cvan2	qvan2
荃	cvan2	qvan2
痊	cvan2	qvan2
铨	cvan2	qvan2
佺	cvan2	qvan2
筌	cvan2	qvan2
鳈	cvan2	qvan2
辁	cvan2	qvan2
牷	cvan2	qvan2
跧	cvan2	qvan2
雀	cve4	qve4
鹊	cve4	qve4
碏	cve4	qve4
逡	cvn1	qvn1
西	sii1	xi1
息	sii1	xi1
析	sii1	xi1
悉	sii1	xi1
惜	sii1	xi1
晰	sii1	xi1
锡	sii1	xi1
夕	sii1	xi1
膝	sii1	xi1
昔	sii1	xi1
犀	sii1	xi1
熄	sii1	xi1
蜥	sii1	xi1
汐	sii1	xi1
硒	sii1	xi1
皙	sii1	xi1
淅	sii1	xi1
蟋	sii1	xi1
樨	sii1	xi1
茜	sii1	xi1
栖	sii1	xi1
腊	sii1	xi1
裼	sii1	xi1
矽	sii1	xi1
穸	sii1	xi1
氥	sii1	xi1
菥	sii1	xi1
舾	sii1	xi1
粞	sii1	xi1
緆	sii1	xi1
窸	sii1	xi1
螅	sii1	xi1
瘜	sii1	xi1
习	sii2	xi2
息	sii2	xi2
席	sii2	xi2
惜	sii2	xi2
袭	sii2	xi2
媳	sii2	xi2
瘜	sii2	xi2
隰	sii2	xi2
霫	sii2	xi2
洗	sii3	xi3
玺	sii3	xi3
徙	sii3	xi3
铣	sii3	xi3
𫄥	sii3	xi3
纚	sii3	xi3
枲	sii3	xi3
葸	sii3	xi3
蓰	sii3	xi3
屣	sii3	xi3
𫄳	sii3	xi3
縰	sii3	xi3
蹝	sii3	xi3
细	sii4	xi4
夕	sii4	xi4
潟	sii4	xi4
卌	sii4	xi4
怬	sii4	xi4
舄	sii4	xi4
磶	sii4	xi4
先	sian1	xian1
鲜	sian1	xian1
仙	sian1	xian1
纤	sian1	xian1
酰	sian1	xian1
暹	sian1	xian1
氙	sian1	xian1
祆	sian1	xian1
籼	sian1	xian1
跹	sian1	xian1
铦	sian1	xian1
褼	sian1	xian1
蹮	sian1	xian1
鱻	sian1	xian1
涎	sian2	xian2
挦	sian2	xian2
鲜	sian3	xian3
癣	sian3	xian3
藓	sian3	xian3
冼	sian3	xian3
洗	sian3	xian3
燹	sian3	xian3
筅	sian3	xian3
跣	sian3	xian3
狝	sian3	xian3
铣	sian3	xian3
毨	sian3	xian3
烍	sian3	xian3
线	sian4	xian4
腺	sian4	xian4
羡	sian4	xian4
霰	sian4	xian4
消	siao1	xiao1
销	siao1	xiao1
萧	siao1	xiao1
宵	siao1	xiao1
硝	siao1	xiao1
潇	siao1	xiao1
嚣	siao1	xiao1
逍	siao1	xiao1
霄	siao1	xiao1
削	siao1	xiao1
箫	siao1	xiao1
绡	siao1	xiao1
魈	siao1	xiao1
肖	siao1	xiao1
翛	siao1	xiao1
蟏	siao1	xiao1
睄	siao1	xiao1
蛸	siao1	xiao1
箾	siao1	xiao1
小	siao3	xiao3
筱	siao3	xiao3
𫍲	siao3	xiao3
笑	siao4	xiao4
肖	siao4	xiao4
啸	siao4	xiao4
歗	siao4	xiao4
相	siang1	xiang1
箱	siang1	xiang1
湘	siang1	xiang1
厢	siang1	xiang1
襄	siang1	xiang1
镶	siang1	xiang1
骧	siang1	xiang1
缃	siang1	xiang1
瓖	siang1	xiang1
葙	siang1	xiang1
𬙋	siang1	xiang1
勷	siang1	xiang1
详	siang2	xiang2
祥	siang2	xiang2
翔	siang2	xiang2
庠	siang2	xiang2
想	siang3	xiang3
鲞	siang3	xiang3
像	siang4	xiang4
象	siang4	xiang4
相	siang4	xiang4
橡	siang4	xiang4
蟓	siang4	xiang4
些	sie1	xie1
楔	sie1	xie1
揳	sie1	xie1
斜	sie2	xie2
邪	sie2	xie2
衺	sie2	xie2
写	sie3	xie3
谢	sie4	xie4
泄	sie4	xie4
卸	sie4	xie4
泻	sie4	xie4
屑	sie4	xie4
亵	sie4	xie4
榭	sie4	xie4
楔	sie4	xie4
燮	sie4	xie4
绁	sie4	xie4
偰	sie4	xie4
榍	sie4	xie4
渫	sie4	xie4
躞	sie4	xie4
契	sie4	xie4
屟	sie4	xie4
卨	sie4	xie4
禼	sie4	xie4
灺	sie4	xie4
𫄬	sie4	xie4
緤	sie4	xie4
新	sin1	xin1
心	sin1	xin1
辛	sin1	xin1
薪	sin1	xin1
芯	sin1	xin1
锌	sin1	xin1
莘	sin1	xin1
忄	sin1	xin1
信	sin4	xin4
囟	sin4	xin4
芯	sin4	xin4
星	sing1	xing1
腥	sing1	xing1
猩	sing1	xing1
惺	sing1	xing1
骍	sing1	xing1
鯹	sing1	xing1
曐	sing1	xing1
箵	sing1	xing1
皨	sing1	xing1
饧	sing2	xing2
醒	sing3	xing3
省	sing3	xing3
擤	sing3	xing3
性	sing4	xing4
姓	sing4	xing4
修	siu1	xiu1
羞	siu1	xiu1
馐	siu1	xiu1
脩	siu1	xiu1
宿	siu3	xiu3
滫	siu3	xiu3
秀	siu4	xiu4
袖	siu4	xiu4
绣	siu4	xiu4
锈	siu4	xiu4
宿	siu4	xiu4
岫	siu4	xiu4
璓	siu4	xiu4
褏	siu4	xiu4
需	sv1	xv1
须	sv1	xv1
戌	sv1	xv1
胥	sv1	xv1
顼	sv1	xv1
谞	sv1	xv1
媭	sv1	xv1
𦈡	sv1	xv1
偦	sv1	xv1
稰	sv1	xv1
徐	sv2	xv2
俆	sv2	xv2
栩	sv3	xv3
醑	sv3	xv3
糈	sv3	xv3
湑	sv3	xv3
稰	sv3	xv3
𪾔	sv3	xv3
盨	sv3	xv3
续	sv4	xv4
序	sv4	xv4
绪	sv4	xv4
叙	sv4	xv4
恤	sv4	xv4
絮	sv4	xv4
婿	sv4	xv4
溆	sv4	xv4
垿	sv4	xv4
壻	sv4	xv4
蓿	sv5	xv5
宣	svan1	xvan1
瑄	svan1	xvan1
煊	svan1	xvan1
揎	svan1	xvan1
旋	svan2	xvan2
璇	svan2	xvan2
漩	svan2	xvan2
选	svan3	xvan3
癣	svan3	xvan3
渲	svan4	xvan4
绚	svan4	xvan4
旋	svan4	xvan4
碹	svan4	xvan4
镟	svan4	xvan4
削	sve1	xve1
薛	sve1	xve1
踅	sve2	xve2
雪	sve3	xve3
鳕	sve3	xve3
彐	sve3	xve3
询	svn2	xvn2
寻	svn2	xvn2
循	svn2	xvn2
巡	svn2	xvn2
旬	svn2	xvn2
荀	svn2	xvn2
荨	svn2	xvn2
浔	svn2	xvn2
鲟	svn2	xvn2
洵	svn2	xvn2
峋	svn2	xvn2
恂	svn2	xvn2
栒	svn2	xvn2
𬘓	svn2	xvn2
𬍤	svn2	xvn2
𬊈	svn2	xvn2
郇	svn2	xvn2
㖊	svn2	xvn2
𫊻	svn2	xvn2
廵	svn2	xvn2
桪	svn2	xvn2
讯	svn4	xvn4
迅	svn4	xvn4
逊	svn4	xvn4
汛	svn4	xvn4
殉	svn4	xvn4
巽	svn4	xvn4
徇	svn4	xvn4
蕈	svn4	xvn4
噀	svn4	xvn4
浚	svn4	xvn4
濬	svn4	xvn4
狥	svn4	xvn4
